Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Nigeria,NGA,2020,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5
Nigeria,NGA,2019,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5
Nigeria,NGA,2018,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3
Nigeria,NGA,2017,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5
Nigeria,NGA,2016,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5
Nigeria,NGA,2015,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5
Nigeria,NGA,2014,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5
Nigeria,NGA,2013,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5
Nigeria,NGA,2012,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5
Nigeria,NGA,2011,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3
Nigeria,NGA,2010,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3
Nigeria,NGA,2009,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3
Nigeria,NGA,2008,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3
Nigeria,NGA,2007,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3
Nigeria,NGA,2006,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3
Nigeria,NGA,2005,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3
Nigeria,NGA,2022,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.158333
Nigeria,NGA,2021,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.2
Nigeria,NGA,2020,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.2
Nigeria,NGA,2019,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.15833333333333
Nigeria,NGA,2018,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.13333333333333
Nigeria,NGA,2017,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.2
Nigeria,NGA,2016,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.28333333333333
Nigeria,NGA,2015,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.40833
Nigeria,NGA,2014,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.53333333333333
Nigeria,NGA,2013,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.575
Nigeria,NGA,2012,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.53333333333333
Nigeria,NGA,2011,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.425
Nigeria,NGA,2010,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.44166666666667
Nigeria,NGA,2009,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.48333333333333
Nigeria,NGA,2008,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.4
Nigeria,NGA,2007,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.4
Nigeria,NGA,2006,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.225
Nigeria,NGA,2005,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.14166666666667
Nigeria,NGA,2022,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,2.5
Nigeria,NGA,2021,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3
Nigeria,NGA,2020,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3
Nigeria,NGA,2019,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3
Nigeria,NGA,2018,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3
Nigeria,NGA,2017,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3
Nigeria,NGA,2016,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3
Nigeria,NGA,2015,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5
Nigeria,NGA,2014,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4.5
Nigeria,NGA,2013,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4.5
Nigeria,NGA,2012,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4.5
Nigeria,NGA,2011,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4
Nigeria,NGA,2010,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4
Nigeria,NGA,2009,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4
Nigeria,NGA,2008,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4
Nigeria,NGA,2007,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4
Nigeria,NGA,2006,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4
Nigeria,NGA,2005,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4
Nigeria,NGA,2022,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2021,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2020,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2019,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2018,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2017,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2016,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2015,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2014,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2013,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2012,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3
Nigeria,NGA,2011,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3
Nigeria,NGA,2010,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3
Nigeria,NGA,2009,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3
Nigeria,NGA,2008,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3
Nigeria,NGA,2007,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3
Nigeria,NGA,2006,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2005,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5
Nigeria,NGA,2022,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2021,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2020,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2019,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2018,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2017,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2016,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2015,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2014,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2013,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2012,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2011,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2010,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2009,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2008,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2007,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2006,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2005,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5
Nigeria,NGA,2022,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2021,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2020,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2019,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2018,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2017,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2016,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2015,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2014,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2013,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2012,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2011,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2010,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2009,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2008,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2007,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2006,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2005,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Nigeria,NGA,2022,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,4
Nigeria,NGA,2021,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,4
Nigeria,NGA,2020,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,4
Nigeria,NGA,2019,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,4
Nigeria,NGA,2018,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,4
Nigeria,NGA,2017,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,4
Nigeria,NGA,2016,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,4
Nigeria,NGA,2015,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,4
Nigeria,NGA,2014,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,4
Nigeria,NGA,2013,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,4
Nigeria,NGA,2012,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5
Nigeria,NGA,2011,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5
Nigeria,NGA,2010,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5
Nigeria,NGA,2009,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5
Nigeria,NGA,2008,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5
Nigeria,NGA,2007,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5
Nigeria,NGA,2006,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3
Nigeria,NGA,2005,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3
Nigeria,NGA,2022,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2021,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2020,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2019,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2018,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2017,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2016,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2015,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2014,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2013,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2012,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.9
Nigeria,NGA,2011,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.9
Nigeria,NGA,2010,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.9
Nigeria,NGA,2009,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.9
Nigeria,NGA,2008,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.9
Nigeria,NGA,2007,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.9
Nigeria,NGA,2006,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2005,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8
Nigeria,NGA,2022,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2021,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2020,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2019,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2018,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2017,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2016,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2015,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2014,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2013,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2012,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2011,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2010,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2009,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2008,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2007,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2006,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2005,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3
Nigeria,NGA,2022,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.5
Nigeria,NGA,2021,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.5
Nigeria,NGA,2020,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.5
Nigeria,NGA,2019,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.5
Nigeria,NGA,2018,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.4
Nigeria,NGA,2017,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.5
Nigeria,NGA,2016,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.5
Nigeria,NGA,2015,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.5
Nigeria,NGA,2014,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.5
Nigeria,NGA,2013,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.5
Nigeria,NGA,2012,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.4
Nigeria,NGA,2011,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.3
Nigeria,NGA,2010,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.2
Nigeria,NGA,2009,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.2
Nigeria,NGA,2008,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.2
Nigeria,NGA,2007,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.2
Nigeria,NGA,2006,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.1
Nigeria,NGA,2005,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.1
Nigeria,NGA,2022,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3
Nigeria,NGA,2021,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3
Nigeria,NGA,2020,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3
Nigeria,NGA,2019,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3
Nigeria,NGA,2018,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3
Nigeria,NGA,2017,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.16666666666667
Nigeria,NGA,2016,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.33333333333333
Nigeria,NGA,2015,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5
Nigeria,NGA,2014,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5
Nigeria,NGA,2013,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5
Nigeria,NGA,2012,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5
Nigeria,NGA,2011,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5
Nigeria,NGA,2010,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5
Nigeria,NGA,2009,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5
Nigeria,NGA,2008,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.3
Nigeria,NGA,2007,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.16666666666667
Nigeria,NGA,2006,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3
Nigeria,NGA,2005,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,2.83333333333333
Nigeria,NGA,2022,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3
Nigeria,NGA,2021,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3
Nigeria,NGA,2020,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3
Nigeria,NGA,2019,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3
Nigeria,NGA,2018,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5
Nigeria,NGA,2017,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5
Nigeria,NGA,2016,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5
Nigeria,NGA,2015,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5
Nigeria,NGA,2014,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5
Nigeria,NGA,2013,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5
Nigeria,NGA,2012,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5
Nigeria,NGA,2011,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5
Nigeria,NGA,2010,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5
Nigeria,NGA,2009,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5
Nigeria,NGA,2008,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5
Nigeria,NGA,2007,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3
Nigeria,NGA,2006,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3
Nigeria,NGA,2005,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,2.5
Nigeria,NGA,2022,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2021,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2020,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2019,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2018,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2017,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2016,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2015,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2014,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2013,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2012,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2011,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2010,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2009,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2008,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2007,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2006,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2005,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Nigeria,NGA,2020,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,40
Nigeria,NGA,2019,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,30
Nigeria,NGA,2018,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,30
Nigeria,NGA,2017,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,30
Nigeria,NGA,2016,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,40
Nigeria,NGA,2015,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,50
Nigeria,NGA,2014,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,50
Nigeria,NGA,2013,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,50
Nigeria,NGA,2012,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,50
Nigeria,NGA,2011,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,50
Nigeria,NGA,2010,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,40
Nigeria,NGA,2009,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,40
Nigeria,NGA,2008,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,40
Nigeria,NGA,2007,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,40
Nigeria,NGA,2006,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,30
